[1, '34xp4vRoCGJym3xR7yCVPFHoCNxv4Twseo', '299427']
[9182, '1Nu5uBhQ2h91uGig2udAGTJUkBGwFX2W61', '193.97']
[9183, '12R6EfbVQMDe2UQodvhr2yDjkLGcJode5Z', '193.88']
[9184, '193sAXXvZFTBEtqksUnv57i752MN85XX5c', '193.86']
[9185, '1MpGe74ViW8ccBmtJVUJdB3pwZMX98f8Vj', '193.82']
[9186, '3LdWHSSWKXFbEFKvi43VEnKKUN9iiMmLWE', '193.82']
[9187, '1MiA5FtvsGTqZfUtVu2nsKcstXsMRew5j9', '193.81']
[9188, '1GmxyJJXLLK3mnXaMPDpT774Urt76ALmZe', '193.76']
[9189, '3JfZ6jbyLj2faqik6uF3RRxHuu3Vn1VPWw', '193.75']
[9190, '16xJP4Fp7ASvhNiSDUY3GkAqRV7VVqpkdh', '193.50']
[9191, '1CLNXSWY7icg9YyMVyNNthTn2Hph5Q8Pyg', '193.47']
[9192, '1HpS8gMLi6aG83RAzAxP13jBxJJYDcAgZg', '193.31']
[9193, '173MqyKyBfomc3ry38hEoLCmPiErGApk16', '193.29']
[9194, '35Cr1s2STi1rBXFY4kBZpBXES1YWiD58eQ', '193.29']
[9195, 'bc1qfvgqa9xzpyvkrufuj57f6lrdayqdj2vnzyz2zz', '193.24']
[9196, '3HosKm4oiSWdnHC2By4MfYzWzccRHqRYgn', '193.20']
[9197, 'bc1qwtrupfxm5tmgfwryzm89wwqfnlnlxsk7lujh34', '193.10']
[9198, '1HYDYuWDptZp3sDLkqek3gZYGnqjRKZumu', '193.00']
[9199, '1C3RgswD6BafHZwqiUnfzurb6DHBsWRgsZ', '193.00']
[9200, '3KTAJG6cowRanrY4sQUEEF2PQmCnQbeQLw', '193.00']
[9201, '33gCHAdxKLrY78ZVHZPfQnQZjD3HwKq2wF', '193.00']
[9202, 'bc1qjfqc2l9q258geqh77tc87khr38m36q0eaca2nw', '193.00']
[9203, '12nRmn8EEf4pxGg6u16bFGdwD3aEs3wHrA', '192.99']
[9204, '1N5xBcYgaXzEnqd82T1nC4pGZd4SobYQnT', '192.92']
[9205, '15eUuihJFNKUA27kwZ5mVAQC6w7g5gMX4E', '192.88']
[9206, '3AyAw1i1GWHeyRuWwarYWtiNqJZHxB2dWZ', '192.87']
[9207, '121HmQ14AXPCUagG7xwFzehp9JmoHaX3ae', '192.86']
[9208, '3JsXGWSexkCaX5i1LUxHH1inRivaSK4WyS', '192.84']
[9209, '36LSWTXMQkkHEzMHxj2cRhmQhfT324YG6H', '192.71']
[9210, '1NxwkojAmYANkpQcxo9xRoBKwVohE4w65H', '192.69']
[9211, '1Me5Qk4URH8j7mRCn7hAP8RCqabWQXewZe', '192.65']
[9212, '35H9X6bUpcVS47M9oPn5A9CnWkX7risBTE', '192.65']
[9213, '1EWnf5S8NX9cMVKgPqAtnpQUFK4CWQCnVC', '192.63']
[9214, '32rZhphXGsU4r9vr3SgBikGjjqGNZp6RJe', '192.61']
[9215, '1NQ6MCDe8FTEYNR1kVXSdaLBsFxButDKgx', '192.60']
[9216, '3CiAirCh3fRwrciUJ1GFFJYZTkjgdLQ2Pq', '192.40']
[9217, '1GddpVxfFmZKi2KzKRFj1f88xgwWSnfEmY', '192.38']
[9218, '3Ch7PoLkhNKoKCyy5VngyzuuZxpu54mBbw', '192.34']
[9219, '36ULVMcGoBfYb62yjLDVa39wvsSGWcF8yr', '192.32']
[9220, '1GYAKdqtHe5cXNbQcZwuh3tGeQwW8A3h7T', '192.30']
[9221, '1Dh1QV6GpCf59ph77tuNb5UPXKQh8pDNmU', '192.22']
[9222, '3Fic6Azx8uiHkDkr6SXZhxe29wVnsRHbzu', '192.22']
[9223, '1BRugPYMeVsyrsnE6e7oK5cTeW4vwEzCEC', '192.19']
[9224, '1BgXk11kqNSbg8Z5KDQuSZhwKqPDse8utP', '192.14']
[9225, '341M3TwDRaNqiwKt3JA82eC27uMU3uEj5f', '192.13']
[9226, '32aj1YZuiwL82TWxob3PnnSSjTasnBQad3', '192.10']
[9227, '1CgsD4ZyPLMB8wVQVhMn1eNzompdbG5uB7', '192.00']
[9228, '1Kz7gzCh1SG1fLz27wUnA6soDsEk2tpwqe', '192.00']
[9229, '3PeHycufq8c11y4BEVoyCaNzuMZkBAV4KW', '192.00']
[9230, '3GufbNqZAx3wRxRniHxkgbbHdg53zXxiRc', '191.97']
[9231, 'bc1q3lyqlwdjuqn8sl4g99lm2cctfag34epcs09suf049y6v9waml6tqene8yq', '191.94']
[9232, '3Fny5UnnV2nuvyuosae4fNtMWSA6TmmA74', '191.92']
[9233, '15n4r86yacG6XgUdqtmezNUCTQWaw1YAsY', '191.92']
[9234, '3GzzR2JLopn5JQYEUcp8Gg4Y4PbzhM5y9L', '191.73']
[9235, '14cFgKujXCuURrBtbDqiY7BDwAUw6Xs9Bd', '191.61']
[9236, '3F5HsHhfoC4eZDQgieYBU27JpBFmQPSySe', '191.56']
[9237, 'bc1qmjrefhhym64qcmrgtj69ytyc6t4kzpf8j8fpez', '191.50']
[9238, 'bc1qyk9q0jll6xp5a36ke72w8q2ka2hslz6cnzmqqt', '191.47']
[9239, '18noz7bfir5wEUFWUvxe3EkAAmVLkU9WNJ', '191.43']
[9240, '1AJpsNy4eFFMrAbSC2f7te7wU89bW3owkT', '191.41']
[9241, '1sA9gdGpKL1FHz8DnGdTm2qtWzfnXvAdy', '191.33']
[9242, '1GeHfV1bEY4dteMx4zrct82KVFgxBrm5Vv', '191.28']
[9243, '1KaLik5QeLGzGs3sCpyYiGWfjXa5CAxjVY', '191.20']
[9244, '3GZNhamu4tkjcUV7tRcFAYaxegNptMCGLy', '191.20']
[9245, '3HPZysWujYaUfiS5o11T2uasexhHkaS5BY', '191.15']
[9246, 'bc1qtnhr6hlf7xdwx7ufzrgcqwx26s7p0s698xwnug', '191.10']
[9247, '15ScGVWs7d6hRApJqfaYXNc9XFHRG2agyA', '191.00']
[9248, '1Fsj33AMjuxgvb9BdoTNyUJn3krzidxc84', '191.00']
[9249, 'bc1qv6au02vcf3zfew7h0zd0zacp43prvzpupzqrg2', '190.99']
[9250, '1544aBfdKJnPSBa27bpRzCnyDBterxLzjT', '190.98']
[9251, 'bc1qf2dcwqn8kt2gu74hmjd8qwp0h6ar8lrdgy77te', '190.97']
[9252, '1FfmH45ToJpRgm2AK459vWDhxcLQgV3QCW', '190.96']
[9253, 'bc1qyspzkm575aq29dk2umdfq77ekm5jku7htlkaqx', '190.90']
[9254, '34etmZYG3gxfgWY96UaJfnbw4s6qcrm41Y', '190.80']
[9255, '3JXWB529XR2nEPzcEo1KJx5MWwS14MBeBj', '190.79']
[9256, 'bc1qely0g4fzt9lwd8hpxfwgt2w9jpeu5ke908u99l', '190.76']
[9257, '3PsZ2LMSboC9KdB69WyYLuiJ9vn2cCyXC1', '190.65']
[9258, '38rmw3aKeg8axQiDJfGeiPpTujuyCqAXG7', '190.60']
[9259, '15FUiHQzsApjwf81Qv6uJEmwhNyHpo98k2', '190.60']
[9260, 'bc1qmual76umk69jev8aj8zee6wgssv63vuf6ehp2t', '190.60']
[9261, '3FRXmQwrqtmBN425hv3D2GHVFUc9istWw3', '190.55']
[9262, '1Dz3akZpFYuJb6uDhyBEJK6iyshQTQWGEN', '190.41']
[9263, '13NoZcRASCwcY6G86eoyG98Fudcjd7nso9', '190.40']
[9264, 'bc1qvhez0nvp5mnesk3drzczd4a0yr6zuvef6kcs3sg0hxu3wprcn3aswex92e', '190.36']
[9265, 'bc1qhq4uyx690xykx340pvm6dq709vs6deyyaqxxwp', '190.29']
[9266, '3BQVZqfMve1E5g88Fh2BY6GGAaTydFGrjW', '190.26']
[9267, '13Rgc9j9o2hW3L8W6tKD2pgsQjrKNwRPYn', '190.24']
[9268, '1REwEui5azrWcp9iM9m6A2iBDCNuFb48Z', '190.19']
[9269, 'bc1quhraa8zq9jq65uvn039xw2ac0nsykqunufa2av', '190.18']
[9270, '3H6idEEGEvtfWYYKPY6q8R2eA8ezkPZ3zC', '190.12']
[9271, 'bc1qqne9sexh8t9a6c56qr9s8ve0sjg4lq2ggrwcj4', '190.01']
[9272, 'bc1qe7nmexgm3s09x8dm8px32datykuj9ttk3mmgdy', '190.00']
[9273, '1B6d8Ww3aE8qrQMfFh8qWkZdeJWajd1JkN', '190.00']
[9274, '3QPYWguSGgxBgZsPjFbbp4mboRd6rFTBGb', '190.00']
[9275, '1HQQPPrYWMku88rMAM3c4tzxS2v7MWjVbu', '190.00']
[9276, '1Fz38BboRzShPZfa4wj267e3kjvnXh2Y86', '190.00']
[9277, '3AWX3EitfzwmotACYcBzZsqrrEduRDJRHY', '190.00']
[9278, '3Gnj6Ka2WepSQbpw6uEM9TuoLPv7Kexp1q', '190.00']
[9279, '3NKAKx2hP8w2eSeTd9KHyXL1hDuHW3WTjN', '190.00']
[9280, '1NqtqG7U5L8A7Z4RewwStMhqDaqGpaoPT1', '190.00']
[9281, '1NXiMtAnafcjmevPenXCaVzGCiMS3sr7eK', '190.00']
[9282, '1BMvwb3N5vootXn5jXQvhYXCjhMkTVq9cC', '190']
[9283, '3PVVjbWUtsK5chT8ytGJVB3ho42QmLithx', '190']
[9284, '3LFf38HExVPD8ecQRxwaMmPjNjJNCSHjqD', '190']
[9285, '32eiU9WkqxdnqGvGMDNBbTqWJppP5PXhqx', '190']
[9286, 'bc1q6czec38e79wwjkm43fpkfkz9xz36tstwt8fhr0', '190.00']
[9287, '3FLE4u6YHNtwL7r5b2pJ31TV1qdmNwqM6r', '190.00']
[9288, '34SPbJJ5pbQJuM2oBV45fLCFpcNWyn4kyN', '190.00']
[9289, 'bc1qa482xwlzz479nyep2ve0z6t9t29dg0zem9wqt2', '190.00']
[9290, '1CW9xUWXh2N4TPHvZVUgMyfR5KeEwndnGF', '189.99']
[9291, 'bc1qfqhkwamn4pches7v7fc7cf7pzz9kky4unkdy9797wy94v548dp5qtdrr7y', '189.85']
[9292, '3NuxvEmyXKSEUGVKpekVzfcHBSNkNkLuWN', '189.82']
[9293, '394dNqpTtELBRM5pcmngPFa8i1YaPLg6Ey', '189.66']
[9294, '3HSDaMcbhyadUEH3wSQyDoq8G4mfPT9jiP', '189.60']
[9295, '1BqJCukFZAtq3GgWSShq6aKMq14K9yctV4', '189.42']
[9296, '1Kjrq1kRLonhacJZz82unATgAHCJHhdJH1', '189.29']
[9297, '1HcvjrdjdJPCU3qekFzEMTxYxi31q34qMz', '189.29']
[9298, '1SUZPsvYyFMgBFsf71hjLcqbzWbNkR8jN', '189.29']
[9299, '3KKurtmoDXdbhFZVw7JkbkswadgsgBNQT5', '189.24']
[9300, '16dbiYuoK98koELzbVhwPhN2LwLdiu1h7r', '189.23']
[9301, '1DQaefpUhTTFguieyffjLmWb9pSTxJSTML', '189.10']
[9302, '3CTgNAMCY6ZoMFYPNFo8xBLeVv4stcXBhx', '189.06']
[9303, '3Qz3HZkTJWMup6aWknPnSmVD3wJEo9Hx9F', '189.04']
[9304, '1JCkhnViLJ7ArDUzjKuRGhtDP6MxoeW9Zv', '189.01']
[9305, '1GH8z22PvpXwsuvJmaRFQPCv5LKakAAqtr', '189.00']
[9306, '1FdMiUYetrr23mVydjnZ8b2cXwYj6nrr9E', '189.00']
[9307, '3QYpHaL9Z5u4PXfiktvBhLdMT5LXuaN8wN', '189.00']
[9308, 'bc1q7tysvm77hxkrys3fva94978v2xsylwzrc60x7c', '189.00']
[9309, '3EpfiEoU3g6vQLU72GNH9aoLi9om1rUbgc', '189.00']
[9310, 'bc1q5s08wqw4kq9deuw7mqqe9s4herkdr2fdukpxsc', '188.86']
[9311, '1HGc23xy8CGsEXKinab6YQnim7rUx76YBu', '188.78']
[9312, '3HPuCCs4fWtKo6TU1tuCspQ43evXgytX6D', '188.73']
[9313, 'bc1qqxf98drymkq5awwtt685l6463tmtumlrvqfxv2', '188.73']
[9314, '3MTwR4En8tmUCWY5n2qMMXjRtE5PWTJN6i', '188.72']
[9315, '1HnsECsgjwf6ZJGS7YpRQLFomxTFuFCG36', '188.68']
[9316, '18g8giWxgP2dVAWL9aXs9bi98dTNFdtMxq', '188.53']
[9317, '3JkLNoDyLXNqVf1m9oTma6A5ogsbBG2Ccd', '188.52']
[9318, '1NAWMrXvtx322TtKR99J96Nhi7E3PPYdHq', '188.47']
[9319, '1HgucaT3kcVPwUAJh1qJRchsoMgMijd88e', '188.38']
[9320, '1FyGJPow6f9LpSkVJWMirF9gcaWG17QXug', '188.25']
[9321, '14YEWmwAf4oSHmvBUZpahju7fq7MBMgPi5', '188.22']
[9322, '35fM16wh6BnMH55X5G9cgy3a9UiDbLVcpa', '188.22']
[9323, '3BHqNpBCPxpPYJzgJryjWQ2qrb6GUKyan6', '188.09']
[9324, '1NNU5P91pmjDbZqAvhzHTmnrAQhafHvUuY', '188.05']
[9325, '3DQa2gW6NB4QdcpkqFXb1cyeXcxVj4EKoB', '188.03']
[9326, 'bc1qekwlyq20w7hglwp5pf75cc06t350fq2pef8fg3', '187.97']
[9327, '3PJFkqmE2MWBP5ggZzPCBYJyuef9dVgbuL', '187.75']
[9328, '151bKxAaHs8N9s8rHgS3DPmNwyhEdX1ynZ', '187.73']
[9329, '1DBQQMK3MnKmjQGvyhqAFESEDmCuRd2XEc', '187.72']
[9330, '1FT9i9eCnw6NtqD4ednqtUfdrK9q5JWKAz', '187.70']
[9331, '3BGGqwVpchmvjTUoRJU8F4zQEJMhLJ6jXW', '187.69']
[9332, '32bN3KxKhsvLpDJeGmy6ETcvpcGP5B7PLx', '187.68']
[9333, '3HAmBUqKTgxS6VuECrkFCAGtUSSyLa6uqr', '187.64']
[9334, '3QaWjLu4SYzD1ow9138VcMefsdCkguVri4', '187.54']
[9335, '1HuuxuHPxMvt9JfTc5LKDnbLYr5h9epfQS', '187.50']
[9336, '1PgY3w8nLPW2Skf13EUVRqoRqUbmosBF6M', '187.44']
[9337, '1Kaf76tufBGZmyHBGwomwRSKre32Na8umi', '187.38']
[9338, '1Ay3TA1KesiQ347BikzqVJjfdeYRdPxQMz', '187.33']
[9339, '1PHuMM2fcnzrF8ZsJKu3HwzXDtvj1RUr48', '187.31']
[9340, '1Q1tNgxEDEgjQbA9QqiboLyDFJCiQovJDJ', '187.12']
[9341, '1KcvM3GvqnaPcyMQaG5TJvAVduPoNQvQDk', '187.10']
[9342, 'bc1q8z3tnkvh4s0mjmrrt4gyptakq77m66lqmmrqtw', '187.09']
[9343, '1FCy3gkswSTnPQyCQ2kAoYtYAcUSooTjWn', '187.01']
[9344, '13qPeSo1HsFvoGcnSqipwHGrKE4QXqaDin', '187.00']
[9345, '1GoxqqqMVHU7ha8AFH2yV5anemjeQVKvWu', '187.00']
[9346, '1Ds1ved9srFUktaQWzAGLpNiaQZh1stwCS', '187.00']
[9347, '1rm29HyfLAVqQZcKEJyccKRYrzGn6uVaA', '186.97']
[9348, '1K7fyusRgdzBq6RjgjUEKRLSDqUxrrzJbN', '186.96']
[9349, '1J2czf8KGS8DX9eUt7Q3tRGMmNdvLtVUzS', '186.87']
[9350, '1NZ2hWnfXvhHDbGuPZSzbXJFDfBQDPE153', '186.82']
[9351, '1MAn35HTQP63UE5XP49v13jQiKsVNJvxyW', '186.74']
[9352, '3C7tCa169ASkpvwVCXgqjFuLXyyt4UecQe', '186.73']
[9353, '15WBoLNWxCxjx6Zg7ao16gBXNc8Yp2wkUr', '186.58']
[9354, '1H4SK7LaurKAzZs6ZhmJzg9YFgY1RR25h7', '186.55']
[9355, '31pN8zMt1GN1cSLiPdAbXNoX8UGEdQGKzX', '186.54']
[9356, '1P2BwL6eHBKuVcjKnMx8eTAtcFuWeqYASE', '186.33']
[9357, '1Dbt7JtNxkuKxc72Za3C1sMToNMHGPNk96', '186.31']
[9358, '3Edji4uoZfqzSUuWTZvX5x5rCNqzcZUpUB', '186.30']
[9359, '16vMxeMHJDbMoDu2s1ozDQAmzY3bPmdLLi', '186.29']
[9360, '1Ap2MvtcTQj1zumuKmepzyJnG8xdFVnYbr', '186.19']
[9361, '1BsXrZePi2dG3pdM6kNwvxsc9YdEdKAKWx', '186.14']
[9362, '3K83V7sNBrTCGpfAuAncoFTrru4XXgPK4D', '186.05']
[9363, '12QNZEdS2UehokbzS9UBRS46ZcWoT7kLFQ', '186.02']
[9364, '17tTByBjTj3SzUG9ciFhfXzgpipXnfhgVp', '186.00']
[9365, '18hsmTigTsJbsaoFqyhPJ8aKtkV8yLSXdk', '186.00']
[9366, '3JnDZvHLCCkYPtNHmyierPTUsMCG2DCiWk', '185.88']
[9367, '1KhSycqTcZXvjj3qMX7XiRbV28pXCHLAVg', '185.84']
[9368, '33A1F2mUDajW7VTWxoqtBatAaRvdohFNKc', '185.83']
[9369, '3Cuu6XsqtWCwQeU3g8DTnxPqUpiFw6m3sD', '185.76']
[9370, '1AQcUdHmHELhD5ts3nPREedTcWUFiaN7jF', '185.70']
[9371, '1CZVBDYzbYL3egkBdRe9rMt3M24yixUgxM', '185.68']
[9372, '1H6Fe1LSJLBnXCgrfi3s3XvZKts5cWbvjV', '185.66']
[9373, '15DBqfEzXMRPT81mGvydTjnbiJaTH3S3DJ', '185.64']
[9374, '13CgqWHoTbS2gch3GjtG7kwLLQmt4finrB', '185.63']
[9375, 'bc1qw55pycwcf05k3zxlk9h9gduq06d8p3rtecccnu', '185.59']
[9376, '3Doee6g2EGpJgLKiJBGKrWULf2v8SAgoGS', '185.55']
[9377, '12f5vY5fUTWpEsvQuqXaaKo9G7j2GANg4M', '185.54']
[9378, '1JanuB1yPJiD7iqLgkkVbq4jMZVvni6Ffu', '185.51']
[9379, '3Bds4mmu5mKH7ezDS5hfXjfFSNHzj4rNUb', '185.50']
[9380, '14SkvVL8jzkHcioMNWWLz6zjXYZd4P5zxG', '185.40']
[9381, '19g8vw68satLZo3i2WWGX8uH3sFexrUczQ', '185.38']
[9382, '1A5bRujCJrPUt4yFLqP64JbEuV1v9Y3wSR', '185.28']
[9383, '3EhZ8LuquH2h6JSNqQ52dBEQTapZra1smi', '185.20']
[9384, '3QwQsksAkTjsxQSxwXk8wD9RrXVMfH5sjH', '185.17']
[9385, '1DV45DD9Ag5fXBN4pFCcsGK5z6ntu6x3HA', '185.13']
[9386, '1MnCRDJSfhQPyH5T5w9WMQVSvjLp8Hgp4z', '185.11']
[9387, '3971aHKfd75foyn7gmLNY2VwgcCq3F9Weu', '185.10']
[9388, '1Kbi8vka766DWSYjox5aRcnJtMVFu8dqV1', '185.03']
[9389, '1Q9KuwcB1cceW3RhwggD9hbLEwGwXQWnPT', '185.02']
[9390, '19BW6TJnuK1SdjC7SMkPQdqTjR578YW7wR', '185.01']
[9391, '12KE4M8XmbmPAfgsniZRQGnWbZTT2QZAkv', '185.00']
[9392, '1EqxSuM3mANnzsCNZsdRBrMg6gb8PSiuMk', '185.00']
[9393, '1N7Yhh4kJ3GyvzJKTD2aXDq2geDBWjwbPU', '185.00']
[9394, '33qdj7TGm4JowCgRec6Go8jXYJxJv6Mc6x', '185.00']
[9395, '1HfRCJuku41A8jhBFZkoGWfVwitDxsnJ1D', '184.99']
[9396, '3PrMF5sisiFW6sgmZzzSME2XFknmocJMDT', '184.98']
[9397, '1KpHWkpG7BGxDuSJKYPYVvNSC6womEZdTu', '184.96']
[9398, '1DWUy5QXwJu5XKygr1ZLqYjRZmD233zjKs', '184.89']
[9399, '39BPp8uxrpRYMxTqUrM8p7rAChLsAHQumg', '184.86']
[9400, '1jYUEh7sT3ekKnCBtczsRn1DjUFr8M45Y', '184.83']
[9401, '1He14fjRyYWt2rhasA6LBUThPPoJbCpDfY', '184.83']
[9402, '13WjCNAXR41UDMk4nNNkWxrbrxn9nCvZNd', '184.78']
[9403, 'bc1qhgm0cdzuvg97ex8dxpz8stvkdkpfthxajck56s', '184.71']
[9404, '199LCGY7whMH6CpbUnxA52ESW9zXKJC1FT', '184.67']
[9405, '3DdSaQYsnF18c7WbYBD9GuNghdAaAes7KP', '184.63']
[9406, '3LQb6ZE3MQjUhV6tK5sv5Kz9gjtCmrzbwB', '184.54']
[9407, '1CbCDqusWj2oZZFrjxVJ7fkSa7VJpG5LPr', '184.53']
[9408, '3MFw31JhbbheDzVMcWxdBGTi7CSA4AhbVP', '184.53']
[9409, '1LQB1z1r3t1wptDEhMhdw75n9RVeob6w3u', '184.50']
[9410, '37bKSPBvc8GcG57KSu68ZkdgsTTgTaycw1', '184.50']
[9411, '16RabdozKYp4LLeP9XYY2A6tSPg9ieni3J', '184.48']
[9412, '3ANG1asPCB6XCuDmo9WG32q3DQeKzTXLDF', '184.47']
[9413, 'bc1qczq5fdae46szc3da5x7ttgqwjslkpqzj5lh7r0', '184.33']
[9414, '32ZUGX644EmZfwx9Gj6pVrKQJYs7ukEg71', '184.30']
[9415, '3DSe7pgSWFKiJKBqc4SonkXBoRgBppCNPi', '184.27']
[9416, 'bc1qez76v3hq294suq8873ghupg7uvgzsdrpjkm5zx', '184.24']
[9417, '1o34N3VB4dSpijtCArSa4Z3Ycodvqx7Lo', '184.23']
[9418, '364LuAaLAkrJLGgMTD8yk5adSTLQJ4NXf4', '184.20']
[9419, '36vQFyZ3RTBcLj2rusk61ctK46gRJx2kd5', '184.19']
[9420, '1BSgq129nKzQxwEzQJKN6KbFrwU4KLnQY8', '184.15']
[9421, '1DiWgse7fy4q5vjLsbyKUPfTBMcnycHS8a', '184.15']
[9422, '1Mp4nV9vihj6fjjoeQUKEaMMKn6JohLtbG', '184.08']
[9423, '3Lm64MLb8pngP3pU9w3H3QgfNNa5ipnnSV', '184.05']
[9424, '1BFGurtJoM8vM813yoWrRE2YNtJymjyYNn', '184.04']
[9425, '15F3orDKV9aMmQ2m2B9KUi7ZbB8SDRcaAS', '184.00']
[9426, '1NidFxhGPYBgMGJu7Q6Le3uJoC6q7zTes1', '184.00']
[9427, '32kWE4mgAoE2K2hGH5BjBZ7QBbsvbNoncJ', '184.00']
[9428, '1BKo4TWbypxXvUJZZiSjeP9FA6skTUbhhA', '184.00']
[9429, '36SXnKg645RnSGxv2Xt6L9RdM9ZM1TQQxv', '183.89']
[9430, '3QMZ6faDGhEhWaasopU3UXQQR69aQ7wFBd', '183.86']
[9431, 'bc1qg4nw4saxtctkr5yslw6chqd9a62uvtm6m98w4f', '183.84']
[9432, '3C6JYCe43BCkggMoCW1UAhLNJbmJphLWE9', '183.62']
[9433, '1Gyi2mh5YSRamxxqXhEb1EZT4WJ2uM4nge', '183.60']
[9434, 'bc1qvc2mkvyj5jesmcz9stlfwf7xlfchxglskpk9lr', '183.60']
[9435, '13EHaC6g2cfsTqX2YJgSoFFTydoZrMb5h4', '183.56']
[9436, 'bc1qn65n44cywlae2v40ga2uaf4m7nzv2qujpujttymt0u4n2gra2c2qzk9kcx', '183.53']
[9437, '17fo4XnScxyZ274Ec4aAMwwC3kLmZGRjvt', '183.52']
[9438, '1CpyTMbZcqRGLtbJnaijKRUu9hWrgsGK2D', '183.52']
[9439, '32KdoHcLJhgTBXN2ZEULBFoSETKRkd7EyW', '183.47']
[9440, 'bc1q6pemf69c8t2h0j4h45n56qaadkmt24l7hdwxnv', '183.39']
[9441, '3BbLz7auGLyetRPGLYgoAZnMpHVocHxDWr', '183.38']
[9442, 'bc1qr9dy20mdh65332hyra97vw5rdt06gfnlyv66xr', '183.29']
[9443, '35z1e1s8DLbpjZN7bXFBETJ72D7446LtmN', '183.17']
[9444, '16Bag8vnwAat7m49KQFnRTS4Pc72rrgGao', '183.16']
[9445, '3Kcb9Vid8Tr9RWDNcoDUNM6wdMY2bD1Xf7', '183.16']
[9446, '1ND7ZENTSAok7fUu6fgG34bArH8y668Zkq', '183.11']
[9447, '3MdgFxbgMp1bt8op2AaLawwpCXM5b57N8H', '183.02']
[9448, '36CdtYwBeU5apBWGoMWuF74HbvMx4dypCB', '183.00']
[9449, '37TToQNfzRLAXRKTwc2LcP5mavx9C6rWBW', '183.00']
[9450, '14XfWskz4eciFW6tnmuhW5JYQgNSKJ9rHM', '183.00']
[9451, '3KT3Z5FBNES9xLPBDZtPcJv4TMvwnWxtYR', '182.98']
[9452, '1AEnZzB3quBNgJdYLZyvyHkoFyY1AFg8ZW', '182.90']
[9453, '3QWLasQzAgJiXx2i7Zn4WvsxzjYy9AwGwY', '182.90']
[9454, '15nSKG4BZ3th9zDsQ2nvCfS244eEAnys5a', '182.89']
[9455, 'bc1qdpyu65n78c505h9v2xu0g7we8pefza0ww8h2ty', '182.81']
[9456, '32CdZhdkeyNJiqPQhvapxGaKKUpCtBvTxM', '182.81']
[9457, '1Mzj1m5hAejrp1BqY8sA2Us24wBybo4Hrq', '182.74']
[9458, '13ar5CchHBhJifit2cHdtGRwomEdaVE2b5', '182.67']
[9459, '34CvPmiaSJW2X1jrCYfitBfKEcLrKm4FEa', '182.62']
[9460, '1JFMfW5urn48S1o7fvBBSCu3WHX6SVinvm', '182.59']
[9461, '1KSrkj6W9FtUCz4ptedZ7BwYh1MhLBcJQ2', '182.59']
[9462, '12ga9e1rv213PpvxLTQCQUB9yuvuVUVefv', '182.50']
[9463, 'bc1qe32pva0jvrwulxxustuwdjc5hmp3mvw8puh6vg', '182.50']
[9464, '1MPgPcna16JnTz2M68Qtn6KyfZfpPYxBGT', '182.49']
[9465, '16UUpehw9grw3Rm4bJ9RqhtU1txn1ePetf', '182.45']
[9466, '1Cy6cpbopWXudTs3uc3m59A6sQBqXrF4pe', '182.42']
[9467, '17Hve2HnMxfjD1HNHWZSjELEMkW7eoaXNr', '182.38']
[9468, '3FVgcFpDDufiFvt1TBqnS4rs7znxHpJpjv', '182.36']
[9469, '199RjeL4CoU5dauGQmY2H5HX8ZEkz6P4tT', '182.34']
[9470, '37M7mnBhEJWgahiXvdsZkBqe9rgMi1hDkE', '182.29']
[9471, '1EKqf1P8dGm8SyKCwaFh4K4QPja3JUdkis', '182.24']
[9472, '3JG4LbHB7DTheW9vwmSoSth1iSvHHs8Fuw', '182.22']
[9473, '36tymZfibiC6sN278wa4qaNESsCMvwJiMY', '182.16']
[9474, 'bc1q2qypd4qapn2t6ypuwjd8n2lxnagm3k77devkd5', '182.15']
[9475, '1HDRcUCUZtBuBf8yi392hkYkEDQhrhEVa3', '182.12']
[9476, '1EUqNXun3LryJf3hFEhxUi4sxD1feU2sH4', '182.08']
[9477, '1XYZJsM6cnyuDMVnfFufb8dzVM7cS5rqd', '182.04']
[9478, '3M2Jt3iFE9WV6vH4KFNADKgAMnZC9KgMPc', '182.01']
[9479, '1DAqnDkMsRFhnWeQxNenzpqsnJdMNJ2m3u', '182.00']
[9480, '1MK7tdsnE9MQ5S6ez3Jy1yEm2u8RJpSQe3', '182.00']
[9481, '36GYBX8N24Uu94MzvZBeTLe9K7cdkbpejr', '182.00']
[9482, '15QGtaJkYaTEzPFXG68Sg2destabEihipw', '182.00']
[9483, '1QJ961gbjx19aPbMeuugSXUvZLDiDaCtaC', '181.98']
[9484, '3E7sFSaRvz2YUZd4x3iR6N1rAqHLLTet62', '181.85']
[9485, '3Lp2mRTQ4phsnHxmQk3H497EmU5P1pEAmv', '181.80']
[9486, '1KkpuYWUUAKZA4eoRo5dbM43CM3qnbqadu', '181.77']
[9487, '3P6GZTiabLpYTvFZNhNs6wHZjLiMLhE8d8', '181.77']
[9488, '1CqiA3dwwDF2yHnarV6nuFZWrPm4mjq6d', '181.70']
[9489, '13Ms4gL48mPNmWD9bAGee16w68GwkGhCcH', '181.52']
[9490, 'bc1q6mtsfcgln5tt5xlask8wvxn956cn8hj46d7aal8fk2jtcc3x868sw8n36h', '181.52']
[9491, '39nwH2D2fQepwvkaMHRYmnyG5a5PgST8zc', '181.44']
[9492, '14VrpoL4Yrux1kaoHcuwHAC2sAnv9aD5uM', '181.36']
