[101, '167ZWTT8n6s4ya8cGjqNNQjDwDGY31vmHg', '8999']
[9484, '1XYZJsM6cnyuDMVnfFufb8dzVM7cS5rqd', '182.04']
[9485, '3M2Jt3iFE9WV6vH4KFNADKgAMnZC9KgMPc', '182.01']
[9486, '1DAqnDkMsRFhnWeQxNenzpqsnJdMNJ2m3u', '182.00']
[9487, '1MK7tdsnE9MQ5S6ez3Jy1yEm2u8RJpSQe3', '182.00']
[9488, '36GYBX8N24Uu94MzvZBeTLe9K7cdkbpejr', '182.00']
[9489, '15QGtaJkYaTEzPFXG68Sg2destabEihipw', '182.00']
[9490, '1QJ961gbjx19aPbMeuugSXUvZLDiDaCtaC', '181.98']
[9491, '3E7sFSaRvz2YUZd4x3iR6N1rAqHLLTet62', '181.85']
[9492, '3Lp2mRTQ4phsnHxmQk3H497EmU5P1pEAmv', '181.80']
[9493, '1KkpuYWUUAKZA4eoRo5dbM43CM3qnbqadu', '181.77']
[9494, '3P6GZTiabLpYTvFZNhNs6wHZjLiMLhE8d8', '181.77']
[9495, '1CqiA3dwwDF2yHnarV6nuFZWrPm4mjq6d', '181.70']
[9496, '13Ms4gL48mPNmWD9bAGee16w68GwkGhCcH', '181.52']
[9497, 'bc1q6mtsfcgln5tt5xlask8wvxn956cn8hj46d7aal8fk2jtcc3x868sw8n36h', '181.52']
[9498, '39nwH2D2fQepwvkaMHRYmnyG5a5PgST8zc', '181.44']
[9499, '14VrpoL4Yrux1kaoHcuwHAC2sAnv9aD5uM', '181.36']
[9500, '15j7PVLMSf2NEeuaCw7wrTd4aLyn8YqzPj', '181.33']
[9501, '3N87pYNorX6xVRscFXVoaY8unqbutroerU', '181.26']
[9502, '3DWWLm5Zjd3zgA4aNPTmdWJoq7s3WJegNS', '181.20']
[9503, '3FjSxzRs2BrXkawSMxf8HowNWAGDAP6xM2', '181.15']
[9504, '16NUuTqdcip4zaeEmcHTCrZ9WmNvyVHoys', '181.12']
[9505, 'bc1qqmesz5f2dlj44z47s87grs7f2226zwzcrn7r2v', '181.11']
[9506, '3CsxG8Cj9hMYGfkXE2SqgPGj1QAtvBARTc', '181.03']
[9507, '1Mae2snvm1qDynytP8gFhoxRkddWZxXHhD', '181.00']
[9508, '12ow2q3xd2xr2CRFtKiPtpBCRgmUybrZST', '181.00']
[9509, '3Dr5SXWhimvqw3mAvo8XPPb5gTcUePogvp', '181.00']
[9510, '1FYdCpJBk9kWhRx77Wmj2cDqxeLCEX4EA6', '181.00']
[9511, '1LpzEsESaww8j1mktmMnnLQpT1rmBavn1h', '180.96']
[9512, '17BeTXyarxApENa2dZhBMwwpEsPrAHrKrL', '180.91']
[9513, '3N4s5AsreZ2JtM2Jn2cnS3xUk7iJB7XiV7', '180.90']
[9514, '13wGKX5TQ9K1XzdoUDDttQKq39i73AyfCB', '180.88']
[9515, '1DCqdVEh91bVzEShe6iU5iuNrd1LbsWvgf', '180.78']
[9516, 'bc1q2pfvpjcnaxjkvc924aa9qfqsxp3arj475r2j2f', '180.77']
[9517, '18GTeapjMDpVHCxSkSBggypNuP7uuL4Xme', '180.75']
[9518, 'bc1qp6vrw8n4ajl20g3v6l5y8cj43tpa7axc6azwqe', '180.71']
[9519, '38EiJ8921o1spmAvLta246euo6qxfzodN2', '180.62']
[9520, '1EkkGXR7dTbZbrKFKoe6YEP4gj4GzMeKvw', '180.53']
[9521, '37DvdkgFwh3euodzRXGsnUVEq2TrvwPoCS', '180.47']
[9522, 'bc1qspf66dt4n8la0hecdahksecsau5evdu5msqc6p4636aw6ukcftzsd2xmgd', '180.33']
[9523, '3929L2iNqceo5h1JnHSCvS6LkcEFBTTyiJ', '180.30']
[9524, 'bc1q3k7vep0t979fn0me0dx9qkkem5hg5fz6j4avtn', '180.30']
[9525, '155osGbJwgaMFvUFrB5MV1qGCocDWNA3GD', '180.29']
[9526, '3B1pNLHYeQ497Eb89VRJi3RW3opF148Jcw', '180.25']
[9527, '1JBpCWaUbpgjNJWdvyvXLCRMSbkDoLS25w', '180.19']
[9528, '3Qms7NqRZUrjgFWzRtBGrv3c8yUFBYFyqN', '180.13']
[9529, '1GcNWASKMwWKnUvhLXyTZWXfCF1woJtPkG', '180.06']
[9530, '3Ef4d2k9hfEHrKeFpu1pHJivBx5arxRs2o', '180.01']
[9531, '13dz5VYkcPtNFQjmwHEpnWrP8iUfhMHhRS', '180.00']
[9532, 'bc1qrkpyf5aekpcgzxl9f9uyyx0n3n0wv93yays9uv', '180.00']
[9533, '18XE7HZ9J9f1um8YpxT2tCvvtfiqr5sLsY', '180.00']
[9534, '3M8THeKS9RLgqUuP25VLFsWR3hPL4GoyAU', '180.00']
[9535, '1594usUVANPvv8paD2752NLD8Gvg5szU9d', '180.00']
[9536, '1N3zSdFoQsBmGEY9K7pyiqEJotxA4uJHDE', '180.00']
[9537, '1CVbthvK59yRgfwpVZRn5H9Ly2f8rynJfB', '180.00']
[9538, '1J77kTTSysMzobzjGp7Acm1yEtQYGPd4A5', '180.00']
[9539, '1K6VcfADP6rtBBKsYGpve5RVwxbmMpoy5j', '180.00']
[9540, '13HT8CvgUEsu74ksbEtuJyjbVwW7f6MnVM', '180.00']
[9541, '13PRVU6Sd1zkV84YpyWUdDW45XUvrokVmK', '180.00']
[9542, 'bc1qmvyspdxruncn69t852z86m2csmyku4mksdq2yu', '180.00']
[9543, '1FsBkVSrZpHpVWiP3CremrRxGVhAPgzv5q', '180.00']
[9544, '15uY9RJcDyDqHMBHFSBaCWPcDCCsc63GCr', '180.00']
[9545, '3EAAV2t9TJiy8RdLXc8uQFhErRL7vXLj9A', '180.00']
[9546, '358TtqrbxoQiXkzFtpSxvxPoo7LAnf3KMq', '180.00']
[9547, '1Cn87HRShEPdYemx9Jnz9hYg6MVmi8XJd1', '180.00']
[9548, '1CMGaUDKYuur4mVEREXMSLJkBLHAvEp935', '180.00']
[9549, '1x4YiRmd4FN6ykWfgHQ4Z9r6SPmH9PUkR', '180']
[9550, '395JGoxtdu5MjLcnhdaWDoDJAb6eqvfvxS', '180']
[9551, '1HrbaKAs5ziYUkWwq9XsJsKKaVy5mP5jZb', '180.00']
[9552, '3EZ6JkJZ3gLxmT2BhqpKSAx3hbonLszw6v', '180.00']
[9553, '12Ao5gJRYrhWJecZP4qMtPQyedaxykoCJY', '180.00']
[9554, '3Adabobrpkv3fVJ6Q5izStQo9EJ7JjkAYp', '180.00']
[9555, 'bc1qw4ep8zantc93vsagyxl6qrdmyq4mfpt8hc7j3q', '180.00']
[9556, '13qe3uCLQdpFetG2hXyvVA3FctwnpJ9RFV', '180.00']
[9557, '3Peyf9mEZtJsFLdZL3Kz9MYdsRmU4yH4yC', '180.00']
[9558, '17CTHSrwbMR62CyNbxNWzUyVQtRuTpiya7', '180.00']
[9559, 'bc1qsljumcvk36kzgpm2hnz0tn8cjal3m78e0sr9gc', '180.00']
[9560, '3NtBoNZBLSZHnbcKE23QRLY3wowDvTY2Ez', '179.99']
[9561, '3JW2MaZ3JcRBDyTkrWEcmnvnqhv6BuWx5E', '179.98']
[9562, '37RtgzVjWcwLUwEnXHdUqY1abh8EkwsJre', '179.86']
[9563, '332iVfgLRTuJUESeHuURih9WBCd9dwpMzm', '179.79']
[9564, 'bc1qczgmsxa773rqac03e3gt7qhyfhuu5xc45l8s6xy7d7fz89pa0q4qr29sg2', '179.74']
[9565, '3Q9RRfZaBNTSSCVUR8i24ocJkQzzwqb3La', '179.72']
[9566, '1GAsn58hCuAq8ruVh2SUWEEciiCCyKeJU', '179.70']
[9567, '1Di37XD8VGijjGZw1st9oGVysMcbZBvPeM', '179.64']
[9568, '15o54N11eveZ6tjbwNb6ZsordKZP8BH8LJ', '179.52']
[9569, '35H7B7gc78NigMFPwZd7sMcQFEJbTRxLNk', '179.47']
[9570, 'bc1qyf0vrp3sv6a2k7k2v6suw9rf20m5p2dfs3za9w', '179.44']
[9571, '3A7jCRPt41Xk597PAadip13GVAJQUeRato', '179.30']
[9572, '36rvgc6SXUrZpJroKBg4AuvMTCEMSu9TFj', '179.19']
[9573, '15g9HBoxSU15AVqoymzKqULkVu9tKAXj9c', '179.16']
[9574, 'bc1qtszw0v0624n8qfd40dmae74h4j6ztzxy5n7v0v', '179.10']
[9575, '1GMndHvVZB6AVH8rLnCE2xHJfBMvPZyidR', '179.05']
[9576, '1H8h2efoexa6Kd5Atd1ru1hE2N8hJMEx7x', '179.01']
[9577, '3HuSDtVZoT48vsSDRBDQt81wBdURr9h7K9', '179.01']
[9578, '1EqTqVJ5XQZjxzpX1Xp6FFzPNWfjv6J4z', '179.00']
[9579, '1FBjxk3zvyqLjijcGRhHGkp1fhpgKrqacE', '178.95']
[9580, '1NSEEnbNnKZPj1fqd7WtZVRk8KaFvuMKmv', '178.94']
[9581, '3KmWVnraLM7nSxqPpjwbyrPzfBnuAWjz5j', '178.90']
[9582, '1KCG8hxw6hgGewapBagC1CMXFdsAUZqVmn', '178.88']
[9583, '3EpYGwiq5NqREvcMQ67eVnPgffE6fVwWV6', '178.87']
[9584, '14SLfCFW9mrykmQCT9KJYF6rRaY5kt38c2', '178.87']
[9585, '1BHsU7KNH689pQ6hwpcCVKDBXxzhgG1Bpo', '178.86']
[9586, '1Pd48WnouX8LedFrC7FKZtwAZQr7nkwki5', '178.81']
[9587, '1GN2qhYgcSnYrEpiqxVGhSLKwQ6pQJyz3x', '178.80']
[9588, '1FMo3EMquT1wKmvLugy3P7wPreDiQ1xLq5', '178.79']
[9589, '3DoPRzKjV1z3uRJ6i9jncYWo9Fd4uSLbMm', '178.79']
[9590, 'bc1qpt3tp8mnrh2298pfp2qxn9sgsg0ecktskdwv7r', '178.79']
[9591, '1NogtH9bfoAvfqj8tLiYm8EEAQDg6pTwZj', '178.72']
[9592, '1Du6MFEfZYDPpmLejD6ArpnCHfNy2UiUjc', '178.59']
[9593, 'bc1qhclzyd3aphr52aycl7urrdgzkq43x7ss8e3ykw', '178.58']
[9594, '38r3SUQxERCE6ELBHnD4YRqn4Q9RnbJxKe 4-of-6', '178.55']
[9595, '1Aa1mKcK5NRhtasdxJTAsfBUWLneqmJ4nH', '178.51']
[9596, '187Ex6xSkXBEnCR1F2Qn89c2EcU2dLn34L', '178.49']
[9597, 'bc1qg0xw7gz9hf0x5mdcf7nzv0dyx7y0ssmvf9cqmfksd50cxd9uec8qxhwyvm', '178.49']
[9598, '12wuEwb2gpq5vFYzu8wqFcbNydphRSMqfe', '178.46']
[9599, '31kFkFcBFexFSdNrvayYbRnYvdfJRDbFYf', '178.31']
[9600, '1CXnHz77i7o6JrZPZp1kZuE148jK73yfgP', '178.30']
[9601, 'bc1qa8gtqls6zwmu9cky445zh94cejjl7jv08lxtcr', '178.28']
[9602, '18s8sjdnDJpqeR9CTdFcRnuLxgUnugNHpb', '178.19']
[9603, '194dGVkYg4MKD6FCdxq5YrUegXLHu67ssN', '178.16']
[9604, 'bc1qyljjk9uz7m84js5uk3gk2wvdjcjv8wukklxuhc', '178.13']
[9605, 'bc1qkexcvmd6j3pm7zk789ccuy6fl9w29ru989fr97', '178.11']
[9606, '1Q4oRsYGBdZkN1Pypn1CvhGmGSRnmjBF7X', '178.10']
[9607, '3ErvDCTYuX7Dyg4FzJhtZw5kswqsSDKHxN', '178.04']
[9608, 'bc1qzpv75cu79q0fv5aysa3zgwe26qqee9gsq6dk0g', '178.00']
[9609, '1APF1VktfCqWWVfkXuoCPdmp23RVBRyS3o', '178.00']
[9610, '3MCFxJMqVbw5aNnzoEArZRUi1SbDTTP9SU', '177.99']
[9611, '3743Bi7L2Bu5RFAnGwbwd8aaX1KPyCaKPa', '177.89']
[9612, '1DEeabDogYSBbUe3zQkajTbgeKkcSuzDDG', '177.88']
[9613, 'bc1qhpx67v6xmkxsxlzvgjzd9uzn93736ullkf72se', '177.84']
[9614, '1B2ehrQVG8UuG3Bbx2kzjRdq4s171VJRsz', '177.80']
[9615, '1GZoSa1fNknxC95HvqTpgrEzokzGPsLy5A', '177.78']
[9616, '1JhfaTH3eG6WtfZanFSaoKRSTG36owB6jA', '177.75']
[9617, '37ks2W6vyYCB4CDugiMmERzHxxaxHKQ4g6', '177.75']
[9618, '1BiA2yvL3GWuGGVr7v1cGCbH6WPYvoG4tL', '177.74']
[9619, 'bc1qq98g4nme5y4dwxf4mqyszxlwp2xw5thq4gjau9', '177.67']
[9620, 'bc1qjaduhd5dctkdfzhnwnjydkxlzjy56a7k6c3zte', '177.66']
[9621, '3Pt3NgdmxMx5a8Peew1VoaqLUw8iXJDrzW', '177.53']
[9622, '1QEiAhdHdMhBgVbDM7zUXWGkNhgEEJ6uLd', '177.51']
[9623, 'bc1qurjyzurkzvhnzf6jjk02t0d598x72nshdajgas', '177.47']
[9624, '1ZmnxFLUXhdSXBCbCZSLGmfkbbb2p6xeJ', '177.40']
[9625, '1Nmx4j6YrjEt8Hx7RiB6BPfTN35PSA6iuC', '177.30']
[9626, '3LRGExKyiWgRQFsjxb8taFkbs4VndbqyTk', '177.28']
[9627, '1KKwvanXpQWEuHnxDWgikENN8J6LZafZ7s', '177.18']
[9628, '1CWv8gQytVgpeqBMDDHYenUcfKVeBHhGmu', '177.16']
[9629, '1AFVHqpzrKcjWWMyrzcP3osywpjdVNAiRj', '177.10']
[9630, '3QF6tTS3tsQkuuPdoVZhJ3GF8TMdAEuMiZ', '177.07']
[9631, '1No8YdX4cqRJQ2Vq71Yr7DZxs2tZaf52ez', '177.07']
[9632, 'bc1qa49ehcptd87cvj93fclgwnrhd4xufgtwcdu3lz', '177.02']
[9633, 'bc1q7hj3lzyet9lrdwv54uu2wn6mzmz79hkcazrrc7', '177.02']
[9634, '37EV1AGQ4c2hhA1RWJmvxePqUanJL4xcwc', '177.00']
[9635, '3JsGCWAgC48F8Pu4xZxzhKXXg2Q9cHfunp', '177.00']
[9636, '1Jgtmo8NouVjoUoSSWApFUZU8uK79nY915', '176.96']
[9637, '333x1EjJ5QSVzaYehThhKQGpmq3dFvm1C9', '176.89']
[9638, 'bc1q9jjckgh9s59p6jfcvlwzxet4cm0fj3sjy50hv2', '176.83']
[9639, '1K4PUbT4bBfsg66z62Lw87kHPyRr1dEELL', '176.82']
[9640, '14ZLvH4hLHss2rTBEn1oNvtK3RoyQqYnde', '176.76']
[9641, '3NcjuWz7yQmSpwduoJbi1yr2iXhrNNbV8n', '176.75']
[9642, '1JdSn1pbt7owY3dRYjLL1JZNfi5VtcS2oM', '176.73']
[9643, '3NLFMNWgFj2xfd23oSDsXhgD1hfvCMXp6h', '176.66']
[9644, '32HayJ5beM9BrqcVFZVcqNa17PS4bpsK8k', '176.62']
[9645, '19qVVfm9HHSFEUYyph3Y6g5kYREC8VV1aY', '176.42']
[9646, '3FUJUccHqCfkMpq2RBVdUK44ABAyBcZr4z', '176.42']
[9647, '19W4kKLTe4gddqkCrPevexUjcGeo4W9kFa', '176.40']
[9648, '3NEVyPED3J9Z2pdboNL3zx7KxECRkCdzpf', '176.24']
[9649, '32CUdSvZgmExnNjDqdo3uEHDgz5sdgQWcz', '176.22']
[9650, '1LUpvBGj5ewMrsct7ZKxyWyV6rxpjzFRB1', '176.21']
[9651, '3CtJFxnRQXoY51pHx2jhPhztQAAmyYwub9', '176.19']
[9652, '19qRq2HiBUBSBKEFd6hBagjH4VhVCuVAS4', '176.14']
[9653, '1KoDuNv6wHQUWnkF2YYnuCMBZ9iv7zLyVm', '176.13']
[9654, '1MNWwBRBx32Bppka74ZwzAWrdRbUoR6tjw', '176.10']
[9655, '15kD23FyYj25hRmxvoT8E1Fe85V6pFg5jc', '176.08']
[9656, '1L6aT69uEvAzSwkUn32XK1DmcQesFvu8YD', '176.07']
[9657, '12oEfSNh9ERBejEDjzMve1quiUevf4sB9H', '176.03']
[9658, '15SxUZvPSNFQP3EeUnUmXxdQVg41ciYrPW', '176.00']
[9659, '1FKhMqE2ReyfdaDncB1qcU7RZg4StuQEj6', '176.00']
[9660, '3EpA2UZv4TCpiC6FNjXP11N23jpLV1xkMv', '176.00']
[9661, '1B9JPa6TH12JaqhmdM1ead6zLUk49w9yjH', '176.00']
[9662, '3BUkbqCgRsFU7wCM7pFuDSLMVummhwpDMo', '176.00']
[9663, '35Egf966CJ455wWyedRbgKd6n89AmU1DE4', '175.99']
[9664, '1EN7eLhxdt9j1oY6Hs6zwiCVtQdv2gEAV7', '175.98']
[9665, '1HgrhfYN9cKgPcXMZJ6SAbwywdyyKkCjtj', '175.95']
[9666, '35Ke26YgtPmgQFrciFrAcRK969sbHvpUc6', '175.88']
[9667, 'bc1qp0gmxf4stecxvf3kd0vfl7du65k4frnqwlrl4s', '175.83']
[9668, '3DPwbeZtF7nWpFNymaMB13CsGZQWKQtQP3', '175.77']
[9669, 'bc1qqd2tvgkdk240fvprllkteq76u795shfr0rqhvs', '175.61']
[9670, '15XymeMktNb9st2TSSgjB7tHEzt1b1RqPz', '175.60']
[9671, '1PgqE1odvJ41h991waFCcuguqNisJnQiQe', '175.58']
[9672, '1BBFETJnyhfXDJsAA6Q5tQZ4cRoqouB8an', '175.55']
[9673, '39FSbVpLRtARdeFNBnM7X6pqAFhaEGhfLi', '175.50']
[9674, '1NJhH8Hw5DGnzwN7U9uCKbAd21nUQs746H', '175.48']
[9675, '36gDc2RAjsCQ1Ax5Gat4NcscEuKbteQ9hj', '175.44']
[9676, '1Jj1UDhF3GSjHnCJcQ8Rf9BmTwEjv1DQiV', '175.33']
[9677, '39DeoM9AXD7JvdXQTEhJ5aULUaBNZBiY5v', '175.27']
[9678, '33DX9vwhKssqML4GiVez4tBw8Gv9aPr5DP', '175.27']
[9679, '3KE7Yhf5j38AQFdmWEmzShaPgHLuk4PEsH', '175.26']
[9680, '1AMcChqW759FikU1Zn8LBsBaMZZ3TyaZNG', '175.22']
[9681, 'bc1q0lcms4uu2wwdcjye6kzgqlsgauyth5q47pxdvf', '175.20']
[9682, '3A6M7BQ1vaUbFcmUaCRgeE5YFFLRWYuStQ', '175.11']
[9683, '3NsUZ1hce5iofWPAJFtvqYqGSwVdKHqiUf', '175.11']
[9684, '3HfsUmcy3H4FybLZfG2bdeoZ8K8nH3GNUP', '175.08']
[9685, '12fTPzhwfx2jSm98imEma5Uxm6J6Wp4H6V', '175.04']
[9686, '1C4sKPr35Kq3pUJaBRxNyByQVcg9eAAUF', '175.03']
[9687, '3CuwBsnvN2jdcTnSaU2Wp2saeisaG6vT5C', '175.02']
[9688, '3BuMUnJYRHW6rYpjq7TLmRmU2nT9Mma1Ty', '175.01']
[9689, 'bc1qazsv0r3v4kn9adww29kmekkc0xdhwv92fx0nlj', '175.00']
[9690, '1ZerowwWP4fr3LpstyKvvUifx27t6TYkD', '175.00']
[9691, '16tJUgjMrbc8d2fFr6KS6t8iwu6ZZLgDm9', '175.00']
[9692, '1EKeaTMNBmWAbZyhWRrvriKHAwzwgeQNVJ', '175.00']
[9693, '1JtcuEGysQAYU9APfVX9XVXUrTRwgJoxyH', '175.00']
[9694, '19fzHAXmKm2ouNRHB9BBB1Chxc6axatfkT', '175.00']
[9695, 'bc1qxu6lznn8cuvq9u9f65adcqkckp0tca3h9t8yps', '175.00']
[9696, '15MdYNnTaRpMXwmZwY55X72Kg5pD4NDqkD', '175.00']
[9697, '3CSBt444iBj7vTfWmFSCWNnUjrZyFtsJ3a', '175.00']
[9698, '1Dcb5mAPgWhHwK5jkvCoiBbZ7zHua5hpnF', '175.00']
[9699, 'bc1qsanvnsx3r2qa3l5hacxrpyugw2kzh6qdmc9c3x', '174.98']
[9700, '16NixiMtM4J7xqUYk68FjoTVcY4UCSetHX', '174.89']
[9701, '1Ngmq1WfcouSdWMfc8dbhoxon4QdZYfuKg', '174.83']
[9702, '1B2ozXSrbzPPRiGrAvstSXBTkMgh5ge2BF', '174.80']
[9703, '3BMHD4sJtiLWr5GwNem8Rk18QyA3XQMS6a', '174.76']
[9704, '3NHM5KZFhJNBEczNrUpHx3fh3DKqPZWZe7', '174.75']
[9705, '3GPLVyUMvt2n9x5F2PiLNMiF3MSE1iA53K', '174.73']
[9706, '36UjwF7HzjfCGbhKZdwN294Kp27HsUJ7em', '174.70']
[9707, '1P6Snh8EGDBoUeaGRwQ3rfEhqrWnEoEVZU', '174.69']
[9708, '1MZfAncS6sWyoSuyEo2kfMv2S2yZEgs6V7', '174.57']
[9709, '17HQ4qaJCz2AhV71KunkqrJXXgUPiCPf1g', '174.55']
[9710, '1ByhogA5HaJ8RXoivH93r5DUFMoyyGiC3v', '174.41']
[9711, '1KNvaRH842UPpTHA4uFiQP95NXZ2xHD442', '174.38']
[9712, '3L41yRzWATBFS3TSHGxFAJiTxahB94MpcQ 2-of-3', '174.28']
[9713, '37XFsnoNPK8aNDtX29LuUszhMgjvSG2fvJ', '174.24']
[9714, '3B6N6moymrV7eAt69RRwVd9J4jjhwbuX6U', '174.13']
[9715, '3Kg34XzsSHTEUVuPXoErNMrMeBWGbTsDcv', '174.03']
[9716, '3LHcW4G6mqA1FRNwdnGFeDaVBk4x6bnUz4', '174.01']
[9717, '3PVhKFxdRJHBFRhktPvAttDvHCKC5DyvKL', '174.00']
[9718, '3QhMCYHymCosyBERz224Wca9uArE82xrT5', '174.00']
[9719, '12bZEYHk4RgcC8E2yzNesHz37TLV8g8vWN', '174.00']
[9720, '1BJ5fbzLRdLHeHiEto1WWmrcFBJU6JjRne', '174.00']
[9721, '1WqafWLkL3SnyCSaTWJxa8iHTk7SqRGmH', '173.99']
[9722, '3LGVSF87QVsmZeZXFFSksFGPnjrGXjAsAi', '173.97']
[9723, '1PBpkQFb9qHtDM5WkCoBAY9JtBr8SvdAK4', '173.95']
[9724, 'bc1qtftyk9mxsjrwl7kq97xn0x2e0vuvcv5zd5kr0n', '173.94']
[9725, '1KPpB27JquEtz8SHgre4Wb3wrsGHNsQii3', '173.93']
[9726, '1EZCtHK3fxuqfRnngb3RkEQdHUTMVncgL8', '173.91']
[9727, '31tjn8bGTCkCbF8QRJwxqTbEbJjAYAh58H', '173.88']
[9728, '33v3SLJaVAaVoBNnhUp7SACPTtKaSZWis4', '173.83']
[9729, '15YenA8DJrC2EzJSvmVHyN7xzXKgYfp9BA', '173.81']
[9730, '39N7vUYdWof4TJjyK1ryivDXcNrmooiHWd', '173.80']
[9731, '1Ps1wXTGj62pxkT9uC8PSmwKhJeQtY8Wm4', '173.73']
[9732, '1MhE9xaZbEZQpSW6Pp7gR4Hj3D3AZ3hLgX', '173.73']
[9733, '36xkDzKVVHx7sfrrP4KJisZ1t4JryWQNk2', '173.71']
[9734, '17jBjR3RPp9P3xCMqzrnWucAQsjDDdqcMG', '173.64']
[9735, '3BLY7ZvFAbuSErFUqoa8E4F9cARydxzug9', '173.64']
[9736, '36Sgg6XZL75xuukALw4AeCWtdN5cnfJ4mC', '173.63']
[9737, '1B8oVQVZA6rf2yC1CBU73pVfPruyeaQLbL', '173.61']
[9738, '13TriL324A71VFi3GEDLXWLBAGma8V9PSZ', '173.60']
[9739, '1H8ZX9rNFHfzDHRLC5d7rQYq5L8tP1xasU', '173.48']
[9740, 'bc1qzqgxzg6jcqvugggsj2u8hh26azy8yrf3fh639vx0tm7vlg3pz4tshl2g65', '173.47']
[9741, '3EPEcpzC5BxJY371pSZyRMxmgaqywKGyci', '173.44']
[9742, '1BnEzYW9qQPRYxrFasdzexjE4SYhcmqXj5', '173.38']
[9743, '13ag8n8LVvXrLYgXdb8uKzgmUjrRcRivqG', '173.38']
[9744, '1K6guV3YYvP2GY4c4P1MEJ7Wit3KKpNAox', '173.34']
[9745, '3KqaRJz7UyGUwHrTETHEyxHF9Svxvm9mWi', '173.02']
[9746, '1LgS21br9RBZM4ekCrVsJUjMSFsyEc6KzP', '173.01']
[9747, '3CywTF47YdeTSScHTpKbXC6Exc4mCfCy26', '173.00']
[9748, '18xj4iW7RxoFpxQXxY82ecWHDidjumfs2S', '173.00']
[9749, '3HpmQ2Zpgoqrytechg84rssYvCcRtJ4raF', '173.00']
[9750, '33Rtm2keepb1mUsnccgDFjyCtxYBvqWR7s', '173.00']
[9751, '3MvHpFEyincNwQmsfyMknZSbXUe9yRZpt2', '172.99']
[9752, '38CgaSe3uuTcMtfxfq51z3yT6tk7krtCxt', '172.95']
[9753, '1Fm5DojeCzmzujwcsUafU2QUatWQmEhRFc', '172.94']
[9754, '13q1LmSgud8yhwGMLXu46ELJEHYFtqRoFd', '172.93']
[9755, '19QaoHxdPwNeENju5t1GbTJ4YqmyJsAUbi', '172.89']
[9756, '3MiBreGZ3JzS4ooB3kPrnWgeqbMQxspCRj', '172.87']
[9757, '19s8tt58qK1mP1czPbG1HqjBRVsh5JwG7B', '172.87']
[9758, 'bc1q6qm82rjw9mkge84lzz5mv3w5wf57ceq6spncmp', '172.84']
[9759, '1PLLSTY8KCkkuyQtBf9nRUsNjnjJRDPQ2T', '172.83']
[9760, 'bc1q6qhcsnfxn5al6t03e9dx5p4v2mu9n7kctn4duc', '172.77']
[9761, '1HMCV8QEcbRBw49tMf4bsE4oEN1DqQkrWA', '172.77']
[9762, '3NziP5jo8B3kjQ9Pr6cshY7AXSGfr1zZNT', '172.75']
[9763, 'bc1qtxytakt3seng7yzs79yz7qgrp4ppwpa58nmd9z', '172.64']
[9764, '3NuFJXmdqex8z9PXhVbw6ZUJhNRpLUShUm', '172.63']
[9765, '3MwU5MQLpaR8uTKps52JYmaLzWwAeB1mmB', '172.60']
[9766, '1FgCoN8V1nnbhhgmMtLqqsL93DttEyAPhX', '172.52']
[9767, '35YV9nF1ade2PRtmeaAK7wZKuQQZWqygY8', '172.43']
[9768, '1HmzmTr4buWRHNfABnwze4u2V6EQhEiF2R', '172.37']
[9769, '1GJ3antfMZ5Kb3dSyAL6GH2gqWXLkkhruB', '172.34']
[9770, '39WJBVmX1WuVsFR9z5k3u7bKmhxJvTwg1g', '172.30']
[9771, '1K7MK3bcnxuodnhFNuoR2yVqHxQRm5eKo4', '172.23']
[9772, '1Cc5joGW7hTfKB2pusf4D9rEAi12MmbFc2', '172.20']
[9773, '3MEg7Cqp5Nr5qfouW3XCUWMJogB1pGguSo', '172.19']
[9774, '1F2s3JqszCS42kiPtohQFndMYsxMYnKkZV', '172.19']
[9775, '3DSJR3QzpaB3im8YMV1ij9rF95d72xeDgv', '172.19']
[9776, '3Jzkx4Jp5dWRbqLtwvq3iNnJKzRDwuLfTc', '172.13']
[9777, '36ZBXo8CTTXq2u3Vv9WNTkf67k2U969YLs', '172.07']
[9778, '15rcXRY1ZBwQDo5uY1cFAAC5eu5t5W1XFB', '172.07']
[9779, '1FRrrPvstFvQ75B9VEuXPsqGK2HAT3BuyH', '172.00']
[9780, '3PARBA8FA5bMSnH8wasCHxasPMrwm4E9QR', '172.00']
[9781, 'bc1qlk65u43ukl6cz7ng225zl3zvpvxqan945z64cu', '171.96']
[9782, '16rYbjS5dWy72BEeHn1ZFofbMDG7KZufuc', '171.92']
[9783, '19UcAYL5bEEEtQWtbL3MY871xQgt6kvsLY', '171.91']
[9784, '1EHn6vqW4HixCaXXJHNcDvnPXFacBqsrh4', '171.87']
[9785, '3CS9B7GwRjD6oXwAd68JSy8Z6Hb7ion2Uh', '171.87']
[9786, '1DMuEZEMpndRx7QJPvvR3DgyLHwHRqrp8C', '171.81']
[9787, 'bc1qypspzvdxajwput8a0fqfnhlq2aujc84x7qjg39', '171.80']
[9788, '33XutbJfNhw5qhmodkYN8oWYcLFxBFbV6G', '171.75']
[9789, '3HWnzpe6ozwRzwVQbz5Y5mWywU1JewNyRS', '171.75']
[9790, '1Mucd2f24bMpQcoUTmbr5e6sEEYGQ3g4BA', '171.71']
[9791, '3NYP4kk9tgATGvNDjsbEk5gQ6Lv6BTFTfC 2-of-3', '171.70']
[9792, '3EkeHC1FCxeJyDCLCqoU4CRtW9roaYTfEc', '171.66']
